id,route_id,vehicle_code,customer_in_vehicle_route_order_number,customer_code,customer_latitude,customer_longitude,come_to_the_customer_at_min,distance_between_two_last_customers_km,total_distance_to_customer_km,total_delivery_time_min,customer_time_window,
544,2970877,O76-T-703,10,371,43.35337,17.79343,645.405,0.066,45.795,8.79, - , 
545,2970877,O76-T-703,11,27,43.35324,17.79377,654.206,0.006,45.801,8.66, - , 
546,2970877,O76-T-703,12,15253,43.35379,17.79422,663.02,0.07,45.871,36.75,08:00 - 14:00, 
547,2970877,O76-T-703,13,7522,43.3515,17.80095,701.651,0.779,46.65,14.5,08:00 - 14:00, 
548,2970877,O76-T-703,14,920707,43.344521666666,17.800555,717.691,0.9,47.55,12.99, - , 
549,2970877,O76-T-703,15,1000,43.37391833,17.60171712,752.362,20.232,67.782,0.0,0, 
550,2970877,O78-K-074,0,1000,43.37391833,17.60171712,476.392,0.0,0.0,0.0,0, 
551,2970877,O78-K-074,1,15202,43.38594,17.59217,480.0,2.133,2.133,14.25,08:00 - 14:00, 
552,2970877,O78-K-074,2,139540,43.38627,17.59284,494.459,0.076,2.209,10.4, - , 
553,2970877,O78-K-074,3,15026,43.382311,17.592223,505.574,0.502,2.711,21.51,08:00 - 15:00, 
554,2970877,O78-K-074,4,141675,43.381855,17.591581,527.37,0.178,2.889,7.75, - , 
555,2970877,O78-K-074,5,138253,43.27848,17.60089,553.644,16.761,19.65,8.38, - , 
556,2970877,O78-K-074,6,923163,43.207427,17.668477,574.487,11.319,30.969,15.62, - , 
557,2970877,O78-K-074,7,131468,43.20168914,17.66975427,590.987,0.771,31.74,9.12, - , 
558,2970877,O78-K-074,8,131252,43.19626128,17.67544055,601.449,0.867,32.607,21.07,08:00 - 15:00, 
559,2970877,O78-K-074,9,969,43.1916308,17.67788673,624.224,0.762,33.369,18.27, - , 
560,2970877,O78-K-074,10,922852,43.18916,17.67864,643.187,0.302,33.671,8.33, - , 
561,2970877,O78-K-074,11,920497,43.19456348,17.67901129,653.156,0.743,34.414,17.89,08:00 - 15:00, 
562,2970877,O78-K-074,12,139984,43.22274,17.69134,676.546,4.547,38.961,10.86,08:00 - 15:00, 
563,2970877,O78-K-074,13,143349,43.22587009,17.69327508,687.846,0.407,39.368,14.06, - , 
564,2970877,O78-K-074,14,587,43.22818015,17.69631887,702.379,0.389,39.757,12.57, - , 
565,2970877,O78-K-074,15,742,43.22780491,17.69687677,715.312,0.155,39.912,11.55,08:00 - 14:00, 
566,2970877,O78-K-074,16,740,43.22866482,17.69685531,727.379,0.193,40.105,12.1,08:00 - 14:00, 
567,2970877,O78-K-074,17,923930,43.228851,17.696795,739.556,0.022,40.127,8.16, - , 
568,2970877,O78-K-074,18,135889,43.22875863,17.69760633,747.947,0.07,40.197,8.17, - , 
569,2970877,O78-K-074,19,135890,43.22796126,17.69842172,756.612,0.228,40.425,8.17, - , 
570,2970877,O78-K-074,20,920118,43.22891928,17.6998378,764.98,0.146,40.571,11.35,08:00 - 15:00, 
571,2970877,O78-K-074,21,921607,43.22861,17.70194,776.506,0.159,40.73,8.17, - , 
572,2970877,O78-K-074,22,360,43.22622578,17.70915055,785.38,0.644,41.374,9.61, - , 
573,2970877,O78-K-074,23,138540,43.25776,17.6799,804.912,5.153,46.527,11.15, - , 
574,2970877,O78-K-074,24,136298,43.26075425,17.69947314,819.802,1.729,48.256,12.11,08:00 - 15:00, 
575,2970877,O78-K-074,25,131242,43.29281,17.76174,840.58,8.062,56.318,10.99,08:00 - 15:00, 
576,2970877,O78-K-074,26,441,43.29506012,17.76315952,851.988,0.357,56.675,15.42, - , 
577,2970877,O78-K-074,27,1000,43.37391833,17.60171712,893.764,19.494,76.169,0.0,0, 
578,2970877,T14-E-264,0,1000,43.37391833,17.60171712,477.942,0.0,0.0,0.0,0, 
579,2970877,T14-E-264,1,142559,43.38239,17.59165,481.0,1.807,1.807,8.26, - , 
580,2970877,T14-E-264,2,922004,43.38719,17.49213,497.895,8.368,10.175,9.17, - , 
581,2970877,T14-E-264,3,924068,44.070345,17.446652,628.725,116.601,126.776,20.24, - , 
582,2970877,T14-E-264,4,137601,44.07059,17.44892,649.867,0.317,127.093,9.22, - , 
583,2970877,T14-E-264,5,920532,44.08039739,17.44696406,660.825,1.12,128.213,11.29,08:00 - 14:00, 
584,2970877,T14-E-264,6,499,44.07279459,17.44759255,673.38,0.864,129.077,8.61, - , 
585,2970877,T14-E-264,7,1007,44.05671,17.44928,684.773,2.107,131.184,8.31, - , 
586,2970877,T14-E-264,8,1031,44.05528662,17.44944653,693.71,0.326,131.51,16.38,08:00 - 14:00, 
587,2970877,T14-E-264,9,1017,44.05547,17.45164,710.904,0.388,131.898,10.6, - , 
588,2970877,T14-E-264,10,921090,44.0551334767238,17.4500021666873,721.801,0.128,132.026,7.95, - , 
589,2970877,T14-E-264,11,144810,44.05482462,17.44957369,729.905,0.046,132.072,16.11,08:00 - 15:00, 
590,2970877,T14-E-264,12,139112,44.05348,17.44787,746.631,0.237,132.309,12.52,08:00 - 14:00, 
591,2970877,T14-E-264,13,137176,44.04974258,17.45038205,760.262,0.638,132.947,8.28, - , 
592,2970877,T14-E-264,14,131269,44.04766052,17.45128327,769.004,0.244,133.191,19.8,08:00 - 14:00, 
593,2970877,T14-E-264,15,142873,44.04466,17.45082,789.442,0.339,133.53,28.07,08:00 - 14:00, 
594,2970877,T14-E-264,16,140812,44.05159,17.44171,819.338,1.333,134.863,11.8,08:00 - 14:00, 
595,2970877,T14-E-264,17,920120,44.05408739,17.43662959,832.931,0.749,135.612,62.9,08:00 - 15:00, 
596,2970877,T14-E-264,18,923922,44.053414,17.44371,897.426,0.638,136.25,11.49, - , 
597,2970877,T14-E-264,19,1000,43.37391833,17.60171712,1039.002,126.071,262.321,0.0,0, 
598,2990001,875-M-523,0,1000,43.37391833,17.60171712,458.967,0.0,0.0,0.0,0, 
599,2990001,875-M-523,1,923590,43.34687,17.79848,481.0,20.815,20.815,77.23, - , 
600,2990001,875-M-523,2,1000,43.37391833,17.60171712,580.054,20.522,41.337,0.0,0, 
601,2990001,A08-J-522,0,1000,43.37391833,17.60171712,430.489,0.0,0.0,0.0,0, 
602,2990001,A08-J-522,1,131460,43.11702541,17.69645834,480.0,44.79,44.79,10.46,08:00 - 14:00, 
603,2990001,A08-J-522,2,922197,43.117092,17.697722,490.834,0.2,44.99,11.25, - , 
604,2990001,A08-J-522,3,1112,43.11149604,17.70197296,503.778,1.271,46.261,11.59,08:00 - 14:00, 
605,2990001,A08-J-522,4,15203,43.11035251,17.70323897,515.83,0.181,46.442,18.39,08:00 - 14:00, 
606,2990001,A08-J-522,5,15027,43.11036,17.70165,534.704,0.233,46.675,14.12,08:00 - 15:00, 
607,2990001,A08-J-522,6,131469,43.10913847,17.69950533,549.473,0.347,47.022,8.37, - , 
608,2990001,A08-J-522,7,136942,43.10904,17.70146,558.316,0.204,47.226,11.57, - , 
609,2990001,A08-J-522,8,1676,43.1094,17.70362,570.238,0.255,47.481,8.27, - , 
610,2990001,A08-J-522,9,144561,43.10746,17.70177,579.773,0.386,47.867,25.29,08:00 - 15:00, 
611,2990001,A08-J-522,10,141548,43.08996,17.69774,609.144,2.286,50.153,9.1, - , 
612,2990001,A08-J-522,11,137670,43.05872263,17.7067473,624.481,4.576,54.729,10.99, - , 
613,2990001,A08-J-522,12,134513,43.048462,17.665945,640.19,4.453,59.182,10.57, - , 
614,2990001,A08-J-522,13,738,43.07658527,17.71537328,657.569,6.546,65.728,10.37,08:00 - 14:00, 
615,2990001,A08-J-522,14,136700,43.08876243,17.71949315,669.578,1.475,67.203,11.27, - , 
616,2990001,A08-J-522,15,145094,43.11971,17.74075,686.348,5.316,72.519,17.47, - , 
617,2990001,A08-J-522,16,7930,43.1377,17.77995,707.767,3.886,76.405,13.77,08:00 - 14:00, 
618,2990001,A08-J-522,17,2198,43.13654,17.78489,721.966,0.419,76.824,8.12, - , 
619,2990001,A08-J-522,18,593,43.12445,17.86164,737.126,6.93,83.754,12.87, - , 
620,2990001,A08-J-522,19,922910,43.0791928,17.9500538,761.117,10.083,93.837,20.99, - , 
621,2990001,A08-J-522,20,7945,43.07982,17.94985,782.283,0.079,93.916,17.21,08:00 - 14:00, 
622,2990001,A08-J-522,21,921127,43.08222786,17.96003741,801.187,1.039,94.955,13.36,08:00 - 14:00, 
623,2990001,A08-J-522,22,7935,43.083,17.95873,815.02,0.214,95.169,13.75,08:00 - 14:00, 
624,2990001,A08-J-522,23,1118,43.11155,17.71267,854.653,25.064,120.233,8.48,08:00 - 15:00, 
625,2990001,A08-J-522,24,871,43.1135752,17.7051397,864.948,1.166,121.399,16.74, - , 
626,2990001,A08-J-522,25,1016,43.111171,17.69928539,882.854,0.92,122.319,18.67, - , 
627,2990001,A08-J-522,26,1760,43.12116036,17.68610501,903.559,1.981,124.3,9.72, - , 
628,2990001,A08-J-522,27,923589,43.12712827287,17.67978970747,914.159,0.863,125.163,10.56, - , 
629,2990001,A08-J-522,28,1000,43.37391833,17.60171712,972.151,42.856,168.019,0.0,0, 
630,2990001,O76-T-702,0,1000,43.37391833,17.60171712,456.569,0.0,0.0,0.0,0, 
631,2990001,O76-T-702,1,1193,43.3431,17.77585,481.0,21.147,21.147,7.92, - , 
632,2990001,O76-T-702,2,1186,43.35179,17.78064,491.912,1.359,22.506,8.09, - , 
633,2990001,O76-T-702,3,131247,43.34828,17.79084,502.4,1.092,23.598,19.98,08:00 - 15:00, 
634,2990001,O76-T-702,4,27,43.35324,17.79377,523.689,0.808,24.406,11.35, - , 
635,2990001,O76-T-702,5,145214,43.35020399,17.79493519,536.139,0.499,24.905,26.83, - , 
636,2990001,O76-T-702,6,144863,43.35046,17.79582,563.244,0.125,25.03,10.31, - , 
637,2990001,O76-T-702,7,15328,43.34914,17.79765,574.071,0.237,25.267,9.78,08:00 - 14:00, 
638,2990001,O76-T-702,8,1408,43.35459,17.79902,585.919,0.939,26.206,11.06,08:00 - 15:00, 
639,2990001,O76-T-702,9,1199,43.3547,17.79994,597.199,0.102,26.308,7.92, - , 
640,2990001,O76-T-702,10,15208,43.3503,17.80166,606.428,0.594,26.902,33.37,08:00 - 14:00, 
641,2990001,O76-T-702,11,921302,43.35266,17.80444,640.909,0.551,27.453,56.35,08:00 - 15:00, 
642,2990001,O76-T-702,12,921709,43.344435,17.807686666666,698.854,0.983,28.436,8.36, - , 
643,2990001,O76-T-702,13,1243,43.32111,17.81938,711.174,2.884,31.32,19.49, - , 
644,2990001,O76-T-702,14,1644,43.3235,17.83111,733.755,2.007,33.327,59.92, - , 
645,2990001,O76-T-702,15,414,43.33848,17.79858,799.648,4.1,37.427,8.21, - , 
646,2990001,O76-T-702,16,145229,43.37916,17.60656,829.33,19.516,56.943,9.08, - , 
647,2990001,O76-T-702,17,1000,43.37391833,17.60171712,840.291,0.847,57.79,0.0,0, 
648,2990001,O76-T-703,0,1000,43.37391833,17.60171712,480.571,0.0,0.0,0.0,0, 
649,2990001,O76-T-703,1,1078,43.37446,17.60252,481.0,0.161,0.161,9.38, - , 
650,2990001,O76-T-703,2,131250,43.32004,17.81924,516.175,22.345,22.506,15.9,08:00 - 15:00, 
651,2990001,O76-T-703,3,7634,43.3059,17.82088,536.486,1.938,24.444,41.23,08:00 - 14:00, 
652,2990001,O76-T-703,4,139168,43.26342,17.87914,588.584,7.857,32.301,24.22, - , 
653,2990001,O76-T-703,5,739,43.20614682,17.78742814,631.768,12.902,45.203,12.36,08:00 - 14:00, 
654,2990001,O76-T-703,6,7552,43.195593,17.676524,662.047,16.123,61.326,8.19,08:00 - 14:00, 
655,2990001,O76-T-703,7,744,43.20674,17.6682,672.866,1.643,62.969,21.6,08:00 - 14:00, 
656,2990001,O76-T-703,8,920697,43.193666,17.5677448,703.75,8.97,71.939,13.47,08:00 - 14:00, 
657,2990001,O76-T-703,9,1178,43.19608921,17.56051326,717.979,0.684,72.623,12.37, - , 
658,2990001,O76-T-703,10,139187,43.46798,17.33015,773.667,41.38,114.003,11.03, - , 
659,2990001,O76-T-703,11,921733,43.4733,17.32598,786.402,0.779,114.782,8.08, - , 
660,2990001,O76-T-703,12,7521,43.47523786,17.32810521,794.856,0.3,115.082,9.61,08:00 - 14:00, 
661,2990001,O76-T-703,13,1518,43.47582956,17.32276225,805.005,0.526,115.608,8.61, - , 
662,2990001,O76-T-703,14,921035,43.47431317,17.32787704,814.088,0.463,116.071,17.87, - , 
663,2990001,O76-T-703,15,2038,43.4744,17.32819,832.09,0.048,116.119,13.63, - , 
664,2990001,O76-T-703,16,1387,43.4646396,17.34455414,848.239,2.105,118.224,8.48, - , 
665,2990001,O76-T-703,17,1747,43.37811,17.55402,880.787,23.556,141.78,8.8, - , 
666,2990001,O76-T-703,18,139214,43.38041,17.57933,891.699,2.077,143.857,8.54, - , 
667,2990001,O76-T-703,19,1805,43.38176,17.59155,901.526,1.129,144.986,8.12, - , 
668,2990001,O76-T-703,20,141675,43.381855,17.591581,909.657,0.005,144.991,7.75, - , 
669,2990001,O76-T-703,21,1000,43.37391833,17.60171712,920.487,1.825,146.816,0.0,0, 
670,2990001,O78-K-074,0,1000,43.37391833,17.60171712,458.594,0.0,0.0,0.0,0, 
671,2990001,O78-K-074,1,132531,43.33978,17.80215,480.0,19.958,19.958,21.51,08:00 - 15:00, 
672,2990001,O78-K-074,2,922327,43.345545,17.799215,503.149,1.175,21.133,14.29, - , 
673,2990001,O78-K-074,3,131459,43.34648,17.79849,517.824,0.268,21.401,13.41, - , 
674,2990001,O78-K-074,4,138199,43.34727,17.79989,531.542,0.196,21.597,8.13, - , 
675,2990001,O78-K-074,5,7522,43.3515,17.80095,541.058,0.704,22.301,13.97,08:00 - 14:00, 
676,2990001,O78-K-074,6,1539,43.35025,17.8009,555.391,0.163,22.464,8.33, - , 
677,2990001,O78-K-074,7,882,43.35007,17.79767,564.854,0.516,22.98,8.51, - , 
678,2990001,O78-K-074,8,921003,43.3526515,17.79721674,574.376,0.458,23.438,13.17,08:00 - 15:00, 
679,2990001,O78-K-074,9,921336,43.35442352,17.80005933,588.503,0.433,23.871,12.77,08:00 - 14:00, 
680,2990001,O78-K-074,10,139661,43.34959,17.80376,602.703,0.651,24.522,17.16,08:00 - 15:00, 
681,2990001,O78-K-074,11,142817,43.34895,17.80541,620.292,0.142,24.664,10.6, - , 
682,2990001,O78-K-074,12,131249,43.34937,17.80554,630.947,0.016,24.68,15.6,08:00 - 15:00, 
683,2990001,O78-K-074,13,923700,43.377547,17.851378,655.303,5.83,30.51,8.76, - , 
684,2990001,O78-K-074,14,326,43.40788,17.87478,668.177,3.968,34.478,15.28, - , 
685,2990001,O78-K-074,15,131248,43.40848,17.87487,683.655,0.074,34.552,17.34,08:00 - 15:00, 
686,2990001,O78-K-074,16,138087,43.41305,17.87588,701.523,0.515,35.067,27.86,08:00 - 15:00, 
687,2990001,O78-K-074,17,133688,43.43655088,17.85878056,732.463,3.034,38.101,8.59, - , 
688,2990001,O78-K-074,18,133703,43.43229706,17.86367291,741.669,0.611,38.712,8.66, - , 
689,2990001,O78-K-074,19,131511,43.36378,17.82157,760.504,9.936,48.648,8.67,08:00 - 14:00, 
690,2990001,O78-K-074,20,10825,43.36369616,17.8181746,769.647,0.273,48.921,12.19, - , 
691,2990001,O78-K-074,21,1439,43.32738,17.82022,786.391,4.452,53.373,11.12, - , 
692,2990001,O78-K-074,22,138096,43.33069,17.81663,799.337,1.088,54.461,11.15,08:00 - 15:00, 
693,2990001,O78-K-074,23,138097,43.33943,17.81424,813.281,1.27,55.731,14.47,13:00 - 15:00, 
694,2990001,O78-K-074,24,138088,43.34181,17.81323,829.027,0.538,56.269,18.9,13:00 - 15:00, 
695,2990001,O78-K-074,25,923591,43.3418,17.81349,848.048,0.009,56.278,8.23, - , 
696,2990001,O78-K-074,26,145259,43.34425513,17.8136708,857.235,0.35,56.628,15.85, - , 
697,2990001,O78-K-074,27,144321,43.35043,17.80132,875.769,1.778,58.406,7.92, - , 
698,2990001,O78-K-074,28,922265,43.360384,17.802273,886.45,1.271,59.677,8.1, - , 
699,2990001,O78-K-074,29,136504,43.36129334,17.80366115,894.913,0.163,59.84,8.87, - , 
700,2990001,O78-K-074,30,923142,43.429906,17.7661,935.353,14.348,74.188,11.16, - , 
701,2990001,O78-K-074,31,1000,43.37391833,17.60171712,992.779,24.327,98.515,0.0,0, 
702,2990001,T14-E-264,0,1000,43.37391833,17.60171712,449.584,0.0,0.0,0.0,0, 
703,2990001,T14-E-264,1,26,43.46907801,17.33702249,481.0,29.805,29.805,16.7, - , 
704,2990001,T14-E-264,2,15030,43.47037,17.33143,498.8,0.501,30.306,9.68,08:00 - 15:00, 
705,2990001,T14-E-264,3,143115,43.46942,17.32524,509.866,0.628,30.934,19.82,08:00 - 14:00, 
706,2990001,T14-E-264,4,15076,43.46470189,17.31043644,531.644,1.363,32.297,8.59, - , 
707,2990001,T14-E-264,5,454,43.48189308,17.30045863,544.128,3.124,35.421,11.37, - , 
708,2990001,T14-E-264,6,921824,43.48384214,17.29862149,556.565,0.786,36.207,9.4, - , 
709,2990001,T14-E-264,7,606,43.48842525,17.28596234,567.219,1.139,37.346,43.05, - , 
710,2990001,T14-E-264,8,15323,43.57045516,17.2857266,623.414,12.798,50.144,9.57, - , 
711,2990001,T14-E-264,9,923927,43.624089,17.308431,644.435,8.551,58.695,7.77, - , 
712,2990001,T14-E-264,10,10538,43.71415,17.23875,669.057,13.739,72.434,9.26, - , 
713,2990001,T14-E-264,11,922098,43.71458514,17.23908691,678.57,0.226,72.66,8.01, - , 
714,2990001,T14-E-264,12,133893,43.71374,17.23062,687.966,0.908,73.568,9.3, - , 
715,2990001,T14-E-264,13,131332,43.71489,17.22924,697.618,0.173,73.741,9.62,08:00 - 15:00, 
716,2990001,T14-E-264,14,1665,43.71608,17.23162,707.942,0.314,74.055,11.11, - , 
717,2990001,T14-E-264,15,137381,43.71619,17.2317,719.294,0.077,74.132,13.63,08:00 - 15:00, 
718,2990001,T14-E-264,16,141727,43.71657,17.23185,733.298,0.114,74.246,7.9, - , 
719,2990001,T14-E-264,17,7959,43.71882,17.23422,742.232,0.559,74.805,19.88,08:00 - 14:00, 
720,2990001,T14-E-264,18,142854,43.71736,17.23237,762.75,0.478,75.283,9.14, - , 
721,2990001,T14-E-264,19,131334,43.71959,17.22727,772.528,0.486,75.769,10.23,08:00 - 15:00, 
722,2990001,T14-E-264,20,131337,43.72212,17.22354,783.418,0.503,76.272,13.7,08:00 - 15:00, 
723,2990001,T14-E-264,21,139545,43.72417,17.22388,797.646,0.335,76.607,9.9, - , 
724,2990001,T14-E-264,22,922911,43.763243,17.230827,813.398,4.944,81.551,7.9, - , 
725,2990001,T14-E-264,23,204,43.71837,17.21969,828.492,5.737,87.288,8.87, - , 
726,2990001,T14-E-264,24,142115,43.7088,17.23035,841.047,1.961,89.249,7.83, - , 
727,2990001,T14-E-264,25,138116,43.70766,17.23005,849.042,0.125,89.374,8.07, - , 
728,2990001,T14-E-264,26,478,43.70716,17.2229,858.454,1.016,90.39,7.82, - , 
729,2990001,T14-E-264,27,920704,43.7021563,17.21088516,868.045,1.4,91.79,12.5, - , 
730,2990001,T14-E-264,28,1654,43.62293339,17.25656563,892.194,11.39,103.18,9.99, - , 
731,2990001,T14-E-264,29,139148,43.60664,17.27103,904.461,2.214,105.394,11.72, - , 
732,2990001,T14-E-264,30,1998,43.54998018,17.42732548,941.206,18.907,124.301,8.05, - , 
733,2990001,T14-E-264,31,1000,43.37391833,17.60171712,997.799,46.18,170.481,0.0,0, 
734,3005971,875-M-523,0,1000,43.37391833,17.60171712,420.0,0.0,0.0,0.0,0, 
735,3005971,875-M-523,1,838,43.61349822,16.99472838,509.177,73.251,73.251,10.22,08:00 - 15:00, 
736,3005971,875-M-523,2,131281,43.80397,16.99452,547.458,26.033,99.284,16.46, - , 
737,3005971,875-M-523,3,143676,43.804,16.99476,563.951,0.011,99.295,8.41, - , 
738,3005971,875-M-523,4,141898,43.82382,17.00488,575.815,2.718,102.013,11.36, - , 
739,3005971,875-M-523,5,1667,43.82068,17.01658,588.737,1.225,103.238,13.9, - , 
740,3005971,875-M-523,6,131279,43.82316,17.00823,603.902,0.888,104.126,31.46, - , 
741,3005971,875-M-523,7,144514,43.82164215,17.00832509,636.077,0.295,104.421,8.73, - , 
742,3005971,875-M-523,8,142687,43.8232,17.00582,645.577,0.349,104.77,19.07,08:00 - 14:00, 
743,3005971,875-M-523,9,1657,43.82317,16.99404,666.22,1.07,105.84,53.01, - , 
744,3005971,875-M-523,10,15031,43.82201,16.99546,719.89,0.2,106.04,9.99,08:00 - 15:00, 
745,3005971,875-M-523,11,15161,43.82173,16.9971,730.364,0.146,106.186,45.54,08:00 - 14:00, 
746,3005971,875-M-523,12,138131,43.8225,16.99941,777.191,0.936,107.122,8.24, - , 
747,3005971,875-M-523,13,922656,43.8238559,17.0002729,786.025,0.242,107.364,9.79, - , 
748,3005971,875-M-523,14,15308,43.82444,16.99955,796.024,0.118,107.482,14.91, - , 
749,3005971,875-M-523,15,922137,43.82281781,16.99424624,811.77,0.556,108.038,8.77, - , 
750,3005971,875-M-523,16,131752,43.82307,16.99657,821.717,0.356,108.394,12.06,08:00 - 14:00, 
751,3005971,875-M-523,17,921194,43.82127212,17.00257824,835.295,0.756,109.15,8.11, - , 
752,3005971,875-M-523,18,921195,43.77238815,17.00831753,849.488,5.875,115.025,8.93, - , 
753,3005971,875-M-523,19,142318,43.68816,17.07979,873.026,14.265,129.29,8.84, - , 
754,3005971,875-M-523,20,168,43.70264,17.21033,898.025,15.74,145.03,66.0, - , 
755,3005971,875-M-523,21,1000,43.37391833,17.60171712,1029.42,63.361,208.391,0.0,0, 
756,3005971,A69-O-649,0,1000,43.37391833,17.60171712,454.391,0.0,0.0,0.0,0, 
757,3005971,A69-O-649,1,15261,43.2930298,17.76163602,481.0,19.774,19.774,7.86, - , 
758,3005971,A69-O-649,2,131242,43.29281,17.76174,488.915,0.028,19.802,10.85,08:00 - 15:00, 
759,3005971,A69-O-649,3,742,43.22780491,17.69687677,510.831,10.748,30.55,12.94,08:00 - 14:00, 
760,3005971,A69-O-649,4,923930,43.228851,17.696795,524.332,0.215,30.765,7.87, - , 
761,3005971,A69-O-649,5,740,43.22866482,17.69685531,532.279,0.022,30.787,13.68,08:00 - 14:00, 
762,3005971,A69-O-649,6,587,43.22818015,17.69631887,546.344,0.153,30.94,8.57, - , 
763,3005971,A69-O-649,7,136174,43.20729,17.66857,558.566,3.525,34.465,15.01,08:00 - 15:00, 
764,3005971,A69-O-649,8,131252,43.19626128,17.67544055,575.721,1.603,36.068,15.84,08:00 - 15:00, 
765,3005971,A69-O-649,9,15209,43.19572942,17.67561221,591.671,0.05,36.118,22.99,08:00 - 14:00, 
766,3005971,A69-O-649,10,7552,43.195593,17.676524,614.826,0.076,36.194,8.19,08:00 - 14:00, 
767,3005971,A69-O-649,11,131251,43.18714077,17.67758632,625.579,1.166,37.36,27.63,08:00 - 15:00, 
768,3005971,A69-O-649,12,1149,43.18971973,17.67991856,654.177,0.433,37.793,8.33, - , 
769,3005971,A69-O-649,13,141810,43.18459,17.68755,665.488,1.329,39.122,9.55, - , 
770,3005971,A69-O-649,14,307,43.19161515,17.68348718,677.326,1.039,40.161,13.52, - , 
771,3005971,A69-O-649,15,10813,43.20796107,17.66911054,694.905,2.48,42.641,14.7, - , 
772,3005971,A69-O-649,16,743,43.24246863,17.65760923,714.511,4.446,47.087,8.24,08:00 - 14:00, 
773,3005971,A69-O-649,17,1000,43.37391833,17.60171712,751.384,25.589,72.676,0.0,0, 
774,3005971,J92-T-826,0,1000,43.37391833,17.60171712,463.543,0.0,0.0,0.0,0, 
775,3005971,J92-T-826,1,133685,43.33623,17.77225,481.0,16.499,16.499,7.77, - , 
776,3005971,J92-T-826,2,139007,43.34938,17.80456,494.303,4.901,21.4,9.88,08:00 - 14:00, 
777,3005971,J92-T-826,3,140805,43.34902,17.80454,504.205,0.007,21.407,8.72, - , 
778,3005971,J92-T-826,4,138089,43.34414,17.80873,514.542,1.104,22.511,12.91,08:00 - 15:00, 
779,3005971,J92-T-826,5,15206,43.33583,17.80148,530.95,1.668,24.179,12.88,08:00 - 14:00, 
780,3005971,J92-T-826,6,1000,43.37391833,17.60171712,564.829,19.445,43.624,0.0,0, 
781,3005971,O76-T-703,0,1000,43.37391833,17.60171712,450.134,0.0,0.0,0.0,0, 
782,3005971,O76-T-703,1,938,43.46274,17.33218,481.0,29.704,29.704,42.75, - , 
783,3005971,O76-T-703,2,1405,43.46364,17.32984,523.959,0.208,29.912,23.49, - , 
784,3005971,O76-T-703,3,141028,43.2072,17.64629,597.323,48.865,78.777,9.65,08:00 - 15:00, 
785,3005971,O76-T-703,4,744,43.20674,17.6682,609.019,1.842,80.619,9.63,08:00 - 14:00, 
786,3005971,O76-T-703,5,923163,43.207427,17.668477,619.001,0.156,80.775,17.97, - , 
787,3005971,O76-T-703,6,138954,43.19723114,17.66911054,638.973,1.731,82.506,10.24, - , 
788,3005971,O76-T-703,7,139459,42.92503,17.62314,716.093,63.292,145.798,8.78, - , 
789,3005971,O76-T-703,8,922045,42.92513,17.622468333333,725.137,0.096,145.894,17.32, - , 
790,3005971,O76-T-703,9,144593,42.9251037,17.62225333,742.809,0.105,145.999,16.83,08:00 - 15:00, 
791,3005971,O76-T-703,10,920420,42.926151666666,17.619326666666,760.255,0.432,146.431,10.34, - , 
792,3005971,O76-T-703,11,142135,42.92786,17.61515,771.167,0.541,146.972,8.64, - , 
793,3005971,O76-T-703,12,15210,42.92648,17.61521,780.038,0.231,147.203,25.51,08:00 - 14:00, 
794,3005971,O76-T-703,13,920233,42.926395,17.615305,805.559,0.012,147.215,10.93, - , 
795,3005971,O76-T-703,14,1072,42.92399,17.61613,816.907,0.343,147.558,32.99, - , 
796,3005971,O76-T-703,15,1065,42.91402,17.62646,851.965,1.978,149.536,20.18, - , 
797,3005971,O76-T-703,16,1077,42.91168,17.62751,872.717,0.438,149.974,25.03, - , 
798,3005971,O76-T-703,17,136683,42.91088,17.63009,898.231,0.295,150.269,11.79, - , 
799,3005971,O76-T-703,18,1075,42.90571,17.63831,911.077,0.905,151.174,8.9, - , 
800,3005971,O76-T-703,19,15362,42.92051,17.61339,926.016,4.625,155.799,8.35, - , 
801,3005971,O76-T-703,20,1071,42.92687,17.61432,936.874,1.235,157.034,20.08, - , 
802,3005971,O76-T-703,21,1000,43.37391833,17.60171712,1060.068,96.26,253.294,0.0,0, 
803,3005971,O78-K-074,0,1000,43.37391833,17.60171712,456.526,0.0,0.0,0.0,0, 
804,3005971,O78-K-074,1,15251,43.34646,17.79313,480.0,21.047,21.047,16.05,08:00 - 14:00, 
805,3005971,O78-K-074,2,131247,43.34828,17.79084,496.864,0.371,21.418,10.23,08:00 - 15:00, 
806,3005971,O78-K-074,3,15253,43.35379,17.79422,508.557,0.878,22.296,10.28,08:00 - 14:00, 
807,3005971,O78-K-074,4,921336,43.35442352,17.80005933,520.3,0.666,22.962,14.54,08:00 - 14:00, 
808,3005971,O78-K-074,5,921276,43.35147,17.79922,535.676,0.379,23.341,8.3, - , 
809,3005971,O78-K-074,6,1539,43.35025,17.8009,544.724,0.34,23.681,9.0, - , 
810,3005971,O78-K-074,7,922202,43.343041,17.798946,554.802,0.818,24.499,8.57, - , 
811,3005971,O78-K-074,8,138020,43.33819,17.80834,565.77,1.157,25.656,7.77, - , 
812,3005971,O78-K-074,9,921372,43.313928333333,17.829861666666,577.951,4.065,29.721,10.57,08:00 - 14:00, 
813,3005971,O78-K-074,10,15252,43.25176,17.83719,595.781,7.045,36.766,8.9,08:00 - 14:00, 
